时间,确证数,死亡数
2020/3/28,129,1
2020/3/29,154,1
2020/3/30,171,5
2020/3/31,198,5
2020/4/1,208,6
2020/4/2,241,6
2020/4/3,243,5
2020/4/4,265,6
2020/4/5,286,6
2020/4/6,299,6
2020/4/7,319,6
2020/4/8,332,6
2020/4/9,354,6
2020/4/10,365,6
2020/4/11,377,6
2020/4/12,387,6
2020/4/13,394,7
2020/4/14,399,7
2020/4/15,404,7
2020/4/16,415,7
2020/4/17,422,8
2020/4/18,426,10
2020/4/19,433,10
2020/4/20,433,10
2020/4/21,437,12
2020/4/22,439,14
2020/4/23,442,14
2020/4/24,444,14
2020/4/25,445,14
2020/4/26,448,14
