时间,确证数,死亡数
2020/3/28,85,1
2020/3/29,102,1
2020/3/30,114,1
2020/3/31,119,1
2020/4/1,132,1
2020/4/2,143,1
2020/4/3,157,1
2020/4/4,171,1
2020/4/5,185,1
2020/4/6,190,1
2020/4/7,213,5
2020/4/8,225,5
2020/4/9,235,5
2020/4/10,246,5
2020/4/11,257,5
2020/4/12,272,5
2020/4/13,277,5
2020/4/14,285,5
2020/4/15,293,5
2020/4/16,300,5
2020/4/17,309,5
2020/4/18,314,5
2020/4/19,319,5
2020/4/20,321,5
2020/4/21,329,5
2020/4/22,335,5
2020/4/23,337,5
2020/4/24,339,5
2020/4/25,339,5
2020/4/26,340,5
