时间,确证数,死亡数
2020/4/3,565,3
2020/4/4,565,3
2020/4/5,684,3
2020/4/6,750,3
2020/4/7,876,3
2020/4/8,1176,3
2020/4/9,1176,3
2020/4/10,1319,3
2020/4/11,1700,3
2020/4/12,1700,3
2020/4/13,1700,3
2020/4/14,1700,3
2020/4/15,2495,3
2020/4/16,2627,3
2020/4/17,3387,3
2020/4/18,3345,3
2020/4/19,3676,3
2020/4/20,4229,3
2020/4/21,4500,3
2020/4/22,4946,3
2020/4/23,5250,0
2020/4/24,5567,0
2020/4/25,5931,0
2020/4/26,6330,0
