时间,确证数,死亡数
2020/4/13,275,1
2020/4/14,282,1
2020/4/15,287,1
2020/4/16,296,1
2020/4/17,305,1
2020/4/18,309,1
2020/4/19,313,1
2020/4/20,317,1
2020/4/21,443,1
2020/4/22,447,1
2020/4/23,453,1
2020/4/24,473,1
2020/4/25,491,1
2020/4/26,502,1
